productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extCardText,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extUPC,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extWeakness,extRetreatCost,extAttack2,extResistance
668534,Ascended Heroes Mini Tin [Togepi & Totodile],Ascended Heroes Mini Tin Togepi and Totodile,https://tcgplayer-cdn.tcgplayer.com/product/668534_200w.jpg,3,24541,https://cpt.tcgcsv.com/Jqm7,2025-12-10T18:21:42.693,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all ten!”",27.48,39.33,194.0,31.35,,Normal,,,,,,,,,,,
668535,Ascended Heroes Mini Tin [Clefairy & Chikorita],Ascended Heroes Mini Tin Clefairy and Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/668535_200w.jpg,3,24541,https://cpt.tcgcsv.com/Kqm7,2025-12-31T16:52:36.08,1,"Each mini tin comes with two booster packs, a metallic Pokemon coin, and “a Pokemon art card showing the art from this Mini Tin — you can collect and combine all ten!”",24.0,26.43,194.0,26.43,,Normal,,,,,,,,,,,
668536,Premium Poster Collection: Mega Lucario,Premium Poster Collection Mega Lucario,https://tcgplayer-cdn.tcgplayer.com/product/668536_200w.jpg,3,24541,https://cpt.tcgcsv.com/Lqm7,2025-12-10T18:24:56.56,1,"Decorate Your Space with Mega Lucario ex or Mega Gardevoir ex!
<br>With strong attacks and big HP, Mega Lucario ex and Mega Gardevoir ex break through boundaries in battle! Team up with one of these powerful Mega Evolution Pokémon ex as a full-art foil promo card, then find even more Pokémon inside a stack of 10 booster packs from Mega Evolution—Ascended Heroes. You’ll also get a large poster showing off Mega Lucario or Mega Gardevoir and other Pokémon featured in this special expansion.

<br><br>Each Pokémon TCG: Mega Evolution—Ascended Heroes Premium Poster Collection—Mega Lucario or Mega Gardevoir includes:
<br>• 1 foil promo card featuring Mega Lucario ex or Mega Gardevoir ex
<br>• 1 double-sided poster, 26.875"" × 39""
<br>• 10 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs
<br>• A code card for Pokémon TCG Live",,,,,,,,,,,,,,,,,
668537,Premium Poster Collection: Mega Gardevoir,Premium Poster Collection Mega Gardevoir,https://tcgplayer-cdn.tcgplayer.com/product/668537_200w.jpg,3,24541,https://cpt.tcgcsv.com/Mqm7,2025-12-10T18:25:20.663,1,"Decorate Your Space with Mega Lucario ex or Mega Gardevoir ex!
<br>With strong attacks and big HP, Mega Lucario ex and Mega Gardevoir ex break through boundaries in battle! Team up with one of these powerful Mega Evolution Pokémon ex as a full-art foil promo card, then find even more Pokémon inside a stack of 10 booster packs from Mega Evolution—Ascended Heroes. You’ll also get a large poster showing off Mega Lucario or Mega Gardevoir and other Pokémon featured in this special expansion.

<br><br>Each Pokémon TCG: Mega Evolution—Ascended Heroes Premium Poster Collection—Mega Lucario or Mega Gardevoir includes:
<br>• 1 foil promo card featuring Mega Lucario ex or Mega Gardevoir ex
<br>• 1 double-sided poster, 26.875"" × 39""
<br>• 10 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs
<br>• A code card for Pokémon TCG Live",159.93,159.93,159.93,132.04,,Normal,,,,,,,,,,,
668541,Ascended Heroes Booster Bundle,Ascended Heroes Booster Bundle,https://tcgplayer-cdn.tcgplayer.com/product/668541_200w.jpg,3,24541,https://cpt.tcgcsv.com/Rqm7,2025-12-10T18:27:01.607,1,"Rise to a New Challenge!
<br>
Marvel at the awesome potential as Mega Dragonite ex takes flight, leading a gathering of all-star Pokémon to battle! Trainer’s Pokémon and Stellar Tera Pokémon ex join returning and newly discovered Mega Evolution Pokémon ex, including some with special artwork showing off their biggest and boldest attacks. Celebrate the stars of Scarlet & Violet and the dawn of Mega Evolution with the Pokémon TCG: Mega Evolution—Ascended Heroes expansion!
<br><br> Expand your collection with this Booster Bundle containing six booster packs from Pokémon TCG: Mega Evolution—Ascended Heroes!",67.5,73.61,305.0,72.74,,Normal,,,,,,,,,,,
672391,Ascended Heroes First Partners Deluxe Pin Collection,Ascended Heroes First Partners Deluxe Pin Collection,https://tcgplayer-cdn.tcgplayer.com/product/672391_200w.jpg,3,24541,https://cpt.tcgcsv.com/RZn7,2026-01-13T20:30:56.917,1,"Chikorita, Tepig & Totodile Join Your Journey!
<br>
Before going on a new adventure, it’s essential to choose a first partner Pokémon! With this box, you can befriend the Grass type Chikorita, Fire type
Tepig, and Water type Totodile as foil promo cards and as a deluxe pin showing off all three Pokémon together in glossy enamel. You also get five booster packs from the special Mega Evolution—Ascended Heroes expansion!

<br><br>
The Pokémon TCG: Mega Evolution—Ascended Heroes First Partners Deluxe Pin Collection includes:<br>
• 3 foil promo cards featuring Chikorita, Tepig, and Totodile<br>
• 1 deluxe pin featuring Chikorita, Tepig, and Totodile<br>
• 5 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs<br>",78.94,78.98,79.25,79.39,,Normal,0196214141421,,,,,,,,,,
672392,Ascended Heroes First Partners Deluxe Pin Collection Case,Ascended Heroes First Partners Deluxe Pin Collection Case,https://tcgplayer-cdn.tcgplayer.com/product/672392_200w.jpg,3,24541,https://cpt.tcgcsv.com/SZn7,2026-01-13T20:30:13.25,0,"Chikorita, Tepig & Totodile Join Your Journey!<br>

Before going on a new adventure, it’s essential to choose a first partner Pokémon! With this box, you can befriend the Grass type Chikorita, Fire type
Tepig, and Water type Totodile as foil promo cards and as a deluxe pin showing off all three Pokémon together in glossy enamel. You also get five booster packs from the special Mega Evolution—Ascended Heroes expansion!
<br><br>
<strong> Case contains 6 Ascended Heroes First Partners Deluxe Pin Collection </strong>
<br><br>
The Pokémon TCG: Mega Evolution—Ascended Heroes First Partners Deluxe Pin Collection includes:<br>
• 3 foil promo cards featuring Chikorita, Tepig, and Totodile<br>
• 1 deluxe pin featuring Chikorita, Tepig, and Totodile<br>
• 5 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs<br>",449.67,449.8,450.0,449.45,,Normal,10196214141428,,,,,,,,,,
672434,Ascended Heroes Booster Pack,Ascended Heroes Booster Pack,https://tcgplayer-cdn.tcgplayer.com/product/672434_200w.jpg,3,24541,https://cpt.tcgcsv.com/J-n7,2026-01-30T05:10:19.683,1,"Rise to a New Challenge!<br>
Marvel at the awesome potential as Mega Dragonite ex takes flight, leading a gathering of all-star Pokémon to battle! Trainer’s Pokémon and Stellar Tera Pokémon ex join returning and newly discovered Mega Evolution Pokémon ex, including some with special artwork showing off their biggest and boldest attacks. Celebrate the stars of Scarlet & Violet and the dawn of Mega Evolution with the Pokémon TCG: Mega Evolution—Ascended Heroes expansion!
<br>
<br>
Product Details:<br>
• Each Booster contains 10 random cards",10.0,16.0,24.99,15.2,,Normal,,,,,,,,,,,
672733,Ascended Heroes Mega Meganium ex Box,Ascended Heroes Mega Meganium ex Box,https://tcgplayer-cdn.tcgplayer.com/product/672733_200w.jpg,3,24541,https://cpt.tcgcsv.com/H6p7,2026-01-16T20:23:20.983,1,"Mega Evolution Pokémon ex Embody Heart and Power in Battle!<br>
Forge a bond that takes your partner Pokémon’s strength past the limit with Mega Evolution! In this box, you’ll find Mega Meganium ex, Mega Emboar ex,
or Mega Feraligatr ex as a playable foil promo card, along with an oversize lenticular card with dynamic artwork and four booster packs from the special
Mega Evolution—Ascended Heroes expansion.<br><br>
The Pokémon TCG: Mega Evolution—Ascended Heroes Mega Meganium ex Box, includes:
• 1 foil promo card featuring Mega Meganium ex,
• 1 oversize lenticular promo card featuring Mega Meganium ex• 4 Pokémon • TCG: Mega Evolution—Ascended Heroes booster packs",69.69,69.7,69.7,69.78,,Normal,0196214141469,,,,,,,,,,
672734,Ascended Heroes Mega Emboar ex Box,Ascended Heroes Mega Emboar ex Box,https://tcgplayer-cdn.tcgplayer.com/product/672734_200w.jpg,3,24541,https://cpt.tcgcsv.com/J6p7,2026-01-16T20:24:29.797,1,"Mega Evolution Pokémon ex Embody Heart and Power in Battle!
Forge a bond that takes your partner Pokémon’s strength past the limit with Mega Evolution! In this box, you’ll find Mega Meganium ex, Mega Emboar ex,
or Mega Feraligatr ex as a playable foil promo card, along with an oversize lenticular card with dynamic artwork and four booster packs from the special
Mega Evolution—Ascended Heroes expansion.
The Pokémon TCG: Mega Evolution—Ascended Heroes Mega Emboar ex Box
includes:
• 1 foil promo card featuring Mega Emboar ex
• 1 oversize lenticular promo card featuring Mega Emboar ex
• 4 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs",69.79,69.8,69.8,69.88,,Normal,0196214141469,,,,,,,,,,
672735,Ascended Heroes Mega Feraligatr ex Box,Ascended Heroes Mega Feraligatr ex Box,https://tcgplayer-cdn.tcgplayer.com/product/672735_200w.jpg,3,24541,https://cpt.tcgcsv.com/K6p7,2026-01-16T20:25:21.777,1,"Mega Evolution Pokémon ex Embody Heart and Power in Battle!
Forge a bond that takes your partner Pokémon’s strength past the limit with Mega Evolution! In this box, you’ll find Mega Meganium ex, Mega Emboar ex,
or Mega Feraligatr ex as a playable foil promo card, along with an oversize lenticular card with dynamic artwork and four booster packs from the special
Mega Evolution—Ascended Heroes expansion.
The Pokémon TCG: Mega Evolution—Ascended Heroes Mega Feraligatr ex Box
includes:
• 1 foil promo card featuring Mega Feraligatr ex
• 1 oversize lenticular promo card featuring Mega Feraligatr ex
• 4 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs",69.69,69.7,69.7,69.7,,Normal,0196214141469,,,,,,,,,,
672737,Ascended Heroes Mega ex Boxes Case,Ascended Heroes Mega ex Boxes Case,https://tcgplayer-cdn.tcgplayer.com/product/672737_200w.jpg,3,24541,https://cpt.tcgcsv.com/M6p7,2026-01-16T20:31:16.27,0,"Mega Evolution Pokémon ex Embody Heart and Power in Battle!
Forge a bond that takes your partner Pokémon’s strength past the limit with Mega Evolution! In this box, you’ll find Mega Meganium ex, Mega Emboar ex,
or Mega Feraligatr ex as a playable foil promo card, along with an oversize lenticular card with dynamic artwork and four booster packs from the special
Mega Evolution—Ascended Heroes expansion.
The Pokémon TCG: Mega Evolution—Ascended Heroes Mega Meganium ex Box, Mega Emboar ex Box, or Mega Feraligatr ex Box
includes:
• 1 foil promo card featuring Mega Meganium ex, Mega Emboar ex, or Mega Feraligatr ex
• 1 oversize lenticular promo card featuring Mega Meganium ex, Mega Emboar ex, or Mega Feraligatr ex
• 4 Pokémon TCG: Mega Evolution—Ascended Heroes booster packs",750.0,750.0,750.0,603.11,,Normal,10196214141466,,,,,,,,,,
675813,Erika's Oddish,Erikas Oddish,https://tcgplayer-cdn.tcgplayer.com/product/675813_200w.jpg,3,24541,https://cpt.tcgcsv.com/hlq7,2026-02-03T19:44:37.643,1,,0.02,0.15,1.49,0.14,,Normal,,001/217,Common,Grass,,,,,,,
675814,Erika's Gloom,Erikas Gloom,https://tcgplayer-cdn.tcgplayer.com/product/675814_200w.jpg,3,24541,https://cpt.tcgcsv.com/jlq7,2026-02-03T19:44:37.693,1,,0.19,0.34,35.0,0.31,,Normal,,002/217,Uncommon,Grass,90,Stage 1,[GC] Poison Spray (50)<br> Your opponent's Active Pokemon is now Poisoned.,Rx2,1,,
675815,Erika's Vileplume ex,Erikas Vileplume ex,https://tcgplayer-cdn.tcgplayer.com/product/675815_200w.jpg,3,24541,https://cpt.tcgcsv.com/klq7,2026-02-03T19:44:37.77,1,,3.5,4.86,11.99,4.11,,Holofoil,,003/217,Double Rare,Grass,,,,,,,
675816,Erika's Bellsprout,Erikas Bellsprout,https://tcgplayer-cdn.tcgplayer.com/product/675816_200w.jpg,3,24541,https://cpt.tcgcsv.com/llq7,2026-02-03T19:44:37.833,1,,0.03,0.22,20.0,0.16,,Normal,,004/217,Common,Grass,,,,,,,
675817,Erika's Weepinbell,Erikas Weepinbell,https://tcgplayer-cdn.tcgplayer.com/product/675817_200w.jpg,3,24541,https://cpt.tcgcsv.com/mlq7,2026-02-03T19:44:37.88,1,,0.05,0.2,0.55,0.17,,Normal,,005/217,Uncommon,Grass,,,,,,,
675818,Erika's Victreebel,Erikas Victreebel,https://tcgplayer-cdn.tcgplayer.com/product/675818_200w.jpg,3,24541,https://cpt.tcgcsv.com/nlq7,2026-02-03T19:44:37.953,1,,0.25,0.49,1.49,0.46,,Holofoil,,006/217,Rare,Grass,150,Stage 2,[GC] Flower Garden Rondo (40x)<br> This attack does 40 damage for each of your Erika's Pokemon in play.,Rx2,3,[GGC] Solar Beam (130),
675819,Erika's Tangela - 007/217,Erikas Tangela 007 217,https://tcgplayer-cdn.tcgplayer.com/product/675819_200w.jpg,3,24541,https://cpt.tcgcsv.com/plq7,2026-02-03T19:44:38.003,1,"<strong>Ability: Gathering of Blossoms</strong> Once during your turn, you may use this Ability. Search your deck for an Erika's Pokemon, reveal it, and put it into your hand. Then, shuffle your deck.",0.1,0.26,0.7,0.22,,Normal,,007/217,Common,Grass,60,Basic,"[GC] Bind (50)<br> Flip a coin. If heads, your opponent's Active Pokemon is now Paralyzed.",Rx2,2,,
675820,Chikorita,Chikorita,https://tcgplayer-cdn.tcgplayer.com/product/675820_200w.jpg,3,24541,https://cpt.tcgcsv.com/qlq7,2026-02-03T19:44:38.047,1,,0.01,0.28,1.86,0.25,,Normal,,008/217,Common,Grass,,,,,,,
675821,Bayleef,Bayleef,https://tcgplayer-cdn.tcgplayer.com/product/675821_200w.jpg,3,24541,https://cpt.tcgcsv.com/rlq7,2026-02-03T19:44:38.11,1,,0.05,0.2,1.0,0.17,,Normal,,009/217,Uncommon,Grass,,,,,,,
675822,Mega Meganium ex - 010/217,Mega Meganium ex 010 217,https://tcgplayer-cdn.tcgplayer.com/product/675822_200w.jpg,3,24541,https://cpt.tcgcsv.com/slq7,2026-02-03T19:44:38.157,1,,12.49,19.73,49.99,13.62,,Holofoil,,010/217,Double Rare,Grass,360,Stage 2,[CCC] Giant Bouquet (70+)<br> This attack does 50 more damage for each Grass Energy attached to this Pokemon.,Rx2,2,,
675823,Wurmple,Wurmple,https://tcgplayer-cdn.tcgplayer.com/product/675823_200w.jpg,3,24541,https://cpt.tcgcsv.com/tlq7,2026-02-03T19:44:38.22,1,,0.08,0.21,0.75,0.17,,Normal,,011/217,Common,Grass,,,,,,,
675824,Silcoon,Silcoon,https://tcgplayer-cdn.tcgplayer.com/product/675824_200w.jpg,3,24541,https://cpt.tcgcsv.com/vlq7,2026-02-03T19:44:38.267,1,,0.01,0.17,20.0,0.12,,Normal,,012/217,Common,Grass,,,,,,,
675825,Beautifly - 013/217,Beautifly 013 217,https://tcgplayer-cdn.tcgplayer.com/product/675825_200w.jpg,3,24541,https://cpt.tcgcsv.com/wlq7,2026-02-03T19:44:38.327,1,,0.01,0.16,0.55,0.12,,Normal,,013/217,Uncommon,Grass,,,,,,,
675826,Cascoon,Cascoon,https://tcgplayer-cdn.tcgplayer.com/product/675826_200w.jpg,3,24541,https://cpt.tcgcsv.com/xlq7,2026-02-03T19:44:38.373,1,,0.14,0.2,0.75,0.18,,Normal,,014/217,Common,Grass,,,,,,,
675827,Dustox - 015/217,Dustox 015 217,https://tcgplayer-cdn.tcgplayer.com/product/675827_200w.jpg,3,24541,https://cpt.tcgcsv.com/zlq7,2026-02-03T19:44:38.437,1,"<strong>Ability: Boisterous Wind</strong> Once during your turn, you may use this Ability. Flip a coin. If heads, put an Energy attached to your opponent's Active Pokemon into their hand.",0.1,0.25,1.0,0.19,,Normal,,015/217,Uncommon,Grass,140,Stage 2,[GG] Twilight Poison (100)<br> Your opponent's Active Pokemon is now Asleep and Poisoned.,Rx2,1,,
675828,Budew - 016/217,Budew 016 217,https://tcgplayer-cdn.tcgplayer.com/product/675828_200w.jpg,3,24541,https://cpt.tcgcsv.com/Blq7,2026-02-03T19:44:38.483,1,,0.05,0.15,20.0,0.12,,Normal,,016/217,Common,Grass,,,,,,,
675829,Grubbin,Grubbin,https://tcgplayer-cdn.tcgplayer.com/product/675829_200w.jpg,3,24541,https://cpt.tcgcsv.com/Clq7,2026-02-03T19:44:38.543,1,,0.02,0.15,2.0,0.08,,Normal,,017/217,Common,Grass,,,,,,,
675830,Team Rocket's Tarountula,Team Rockets Tarountula,https://tcgplayer-cdn.tcgplayer.com/product/675830_200w.jpg,3,24541,https://cpt.tcgcsv.com/Dlq7,2026-02-03T19:44:38.607,1,,0.05,0.15,0.6,0.13,,Normal,,018/217,Common,Grass,,,,,,,
675831,Team Rocket's Spidops,Team Rockets Spidops,https://tcgplayer-cdn.tcgplayer.com/product/675831_200w.jpg,3,24541,https://cpt.tcgcsv.com/Flq7,2026-02-03T19:44:38.653,1,,0.05,0.16,0.55,0.15,,Holofoil,,019/217,Rare,Grass,,,,,,,
675832,Charmander,Charmander,https://tcgplayer-cdn.tcgplayer.com/product/675832_200w.jpg,3,24541,https://cpt.tcgcsv.com/Glq7,2026-02-03T19:44:38.733,1,,0.1,0.2,5.0,0.15,,Normal,,020/217,Common,Fire,,,,,,,
675833,Charmeleon,Charmeleon,https://tcgplayer-cdn.tcgplayer.com/product/675833_200w.jpg,3,24541,https://cpt.tcgcsv.com/Hlq7,2026-02-03T19:44:38.793,1,,0.15,0.27,0.99,0.25,,Normal,,021/217,Uncommon,Fire,100,Stage 1,[RC] Heat Blast (50),Wx2,1,,
675834,Mega Charizard Y ex - 022/217,Mega Charizard Y ex 022 217,https://tcgplayer-cdn.tcgplayer.com/product/675834_200w.jpg,3,24541,https://cpt.tcgcsv.com/Jlq7,2026-02-03T19:44:38.84,1,,18.0,19.23,27.0,19.08,,Holofoil,,022/217,Double Rare,Fire,360,Stage 2,"[RRC] Explosion Y<br> Discard 3 Energy from this Pokemon, and this attack does 280 damage to 1 of your opponent's Pokemon. <em>(Don't apply Weakness and Resistance for Benched Pokemon.)</em>",Wx2,1,,
675835,Ethan's Slugma,Ethans Slugma,https://tcgplayer-cdn.tcgplayer.com/product/675835_200w.jpg,3,24541,https://cpt.tcgcsv.com/Klq7,2026-02-03T19:44:38.903,1,,0.02,0.12,20.0,0.1,,Normal,,023/217,Common,Fire,,,,,,,
675836,Ethan's Magcargo - 024/217,Ethans Magcargo 024 217,https://tcgplayer-cdn.tcgplayer.com/product/675836_200w.jpg,3,24541,https://cpt.tcgcsv.com/Llq7,2026-02-03T19:44:38.96,1,,0.04,0.22,0.55,0.2,,Holofoil,,024/217,Rare,Fire,,,,,,,
675837,Entei,Entei,https://tcgplayer-cdn.tcgplayer.com/product/675837_200w.jpg,3,24541,https://cpt.tcgcsv.com/Mlq7,2026-02-03T19:44:39,1,,0.16,0.39,1.99,0.3,,Holofoil,,025/217,Rare,Fire,,,,,,,
675838,Ethan's Ho-Oh ex,Ethans Ho Oh ex,https://tcgplayer-cdn.tcgplayer.com/product/675838_200w.jpg,3,24541,https://cpt.tcgcsv.com/Nlq7,2026-02-03T19:44:39.063,1,,0.5,0.95,4.0,0.83,,Holofoil,,026/217,Double Rare,Fire,,,,,,,
675839,Numel - 027/217,Numel 027 217,https://tcgplayer-cdn.tcgplayer.com/product/675839_200w.jpg,3,24541,https://cpt.tcgcsv.com/Plq7,2026-02-03T19:44:39.127,1,,0.1,0.3,0.7,0.28,,Normal,,027/217,Common,Fire,,,,,,,
675840,Camerupt,Camerupt,https://tcgplayer-cdn.tcgplayer.com/product/675840_200w.jpg,3,24541,https://cpt.tcgcsv.com/Qlq7,2026-02-03T19:44:39.173,1,,0.01,0.2,15.0,0.15,,Normal,,028/217,Uncommon,Fire,,,,,,,
